Indicador,Área geográfica,Periodo,DATA
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",24 San Luis Potosí,2025 Oct,96.59
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",24 San Luis Potosí,2025 Nov,97.5
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",24 San Luis Potosí,2025 Dic,97.43
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",24 San Luis Potosí,2026 Ene,95.82
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",24 San Luis Potosí,2026 Feb,97.05
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Ene,97.61
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Feb,95.94
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Mar,97.13
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Abr,97.28
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 May,95.27
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Jun,97.77
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Jul,95.69
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Ago,96.63
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Sep,96.85
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Oct,97.05
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Nov,97.19
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2005 Dic,97.27
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Ene,97.9
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Feb,96.08
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Mar,97.12
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Abr,97.11
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 May,97.77
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Jun,97.64
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Jul,95.7
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Ago,95.77
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Sep,96.26
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Oct,97.22
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Nov,97.76
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2006 Dic,97.19
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Ene,97.22
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Feb,97.41
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Mar,97.17
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Abr,97.07
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 May,97.04
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Jun,96.41
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Jul,96.58
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Ago,97.69
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Sep,97.17
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Oct,97.24
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Nov,97.03
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2007 Dic,98.17
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Ene,96.05
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Feb,97.53
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Mar,97.94
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Abr,97.74
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 May,96.57
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Jun,97.28
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Jul,95.28
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Ago,94.35
"Ocupación, empleo y remuneraciones > Tasas de ocupación, desocupación y subocupación (resultados mensuales de la ENOE, 15 años y más) > Tasa de ocupación por entidad federativa > Tasa de ocupación por entidad federativa (Porcentaje) Mensual",25 Sinaloa,2008 Sep,95.39
